Tanggal,Lokasi,Magnitudo,Kedalaman (km),Area Terdampak (km),Cluster,Bentuk,R_true,R_pred,R_forecast,Luas_pred,Proporsi_Grid_Terdampak_CNN,Prob_Terdampak_NB,Lintang,Bujur,isVulkanik,isTektonik,isTremor,isHembusan,isLF,MagScaled,DepthFactor,isTerdampak_Actual
2022-01-09 11:36:00,"Laut Selatan Jawa, barat daya Lumajang",7.32,641,67,0,Lingkaran,4.62,0.47,0.48,0.71,0.0471,0.0,-8.12622436707412,113.241955796981,0,1,0,0,0,1.3114,0.9958,1
2022-01-09 14:30:00,"Pasuruan, Jawa Timur",3.02,248,86,2,Lingkaran,5.23,0.63,0.63,1.23,0.0471,0.0,-7.7131317097396,112.820913761155,0,1,0,0,0,-1.2459,0.997,1
2022-01-09 15:52:00,Laut Jawa Timur,7.92,59,159,4,Lingkaran,7.11,0.67,0.67,1.39,0.0471,0.0,-7.01036667272679,112.61214752396,0,1,0,0,0,1.5742,1.0035,1
2022-01-09 16:43:00,"Laut Selatan Jawa, barat daya Lumajang",4.3,476,283,3,Lingkaran,9.49,0.14,0.14,0.06,0.0471,0.0,-8.09192684373659,113.294640450469,0,1,0,0,0,-0.4038,0.9961,1
2022-01-09 18:46:00,"Gunung Raung, Banyuwangi",6.57,347,97,4,Elips,5.56,0.66,0.66,1.42,0.0471,0.0,-8.26735128859648,114.386821976702,1,0,0,0,0,0.8243,0.9964,1
2022-01-09 23:37:00,"Laut Selatan Jawa, barat daya Lumajang",3.52,196,255,0,Lingkaran,9.01,0.41,0.41,0.52,0.0471,0.0,-8.19897044581846,113.153553692118,0,1,0,0,0,-0.8585,0.9976,1
2022-01-10 04:04:00,"Pasuruan, Jawa Timur",5.59,351,225,3,Lingkaran,8.46,0.48,0.48,0.74,0.0471,0.0,-7.70634616581684,112.952158659529,0,1,0,0,0,0.3217,0.9964,1
2022-01-10 05:41:00,"Banyuwangi, Jawa Timur",6.26,18,226,4,Lingkaran,8.48,0.67,0.67,1.4,0.0471,0.0,-8.13963866055159,114.310481147133,0,1,0,0,0,0.6521,1.0228,1
2022-01-11 21:33:00,"Laut Jawa, Barat Daya Probolinggo",2.33,554,155,2,Lingkaran,7.02,0.51,0.51,0.81,0.0471,0.0,-7.7702926713286,113.253764471901,0,1,0,0,0,-1.6432,0.9959,1
2022-01-12 12:03:00,"Banyuwangi, Jawa Timur",7.14,522,218,3,Lingkaran,8.33,0.89,0.9,2.51,0.0471,0.0,-8.28896235721151,114.328854050137,0,1,0,0,0,1.1935,0.996,1
2022-01-13 12:11:00,"Gunung Semeru, Lumajang",5.82,607,197,0,Elips,7.92,0.69,0.69,1.59,0.0471,0.0,-8.11974496159428,113.247859541832,1,0,0,0,0,0.4549,0.9958,1
2022-01-13 15:20:00,"Gunung Raung, Banyuwangi",7.54,125,114,0,Elips,6.02,0.73,0.72,1.73,0.0471,0.0,-8.20644430209516,114.403128544716,1,0,0,0,0,1.437,0.999,1
2022-01-14 03:57:00,"Pasuruan, Jawa Timur",7.92,103,171,2,Lingkaran,7.38,1.47,1.47,6.78,0.0471,0.0,-7.73340864918694,112.826132734651,0,1,0,0,0,1.5753,0.9999,1
2022-01-14 15:01:00,"Probolinggo, Jawa Timur",2.96,174,190,2,Lingkaran,7.78,0.62,0.61,1.19,0.0471,0.0,-7.80143099788125,113.206854105667,0,1,0,0,0,-1.2805,0.9979,1
2022-01-15 17:57:00,"Pasuruan, Jawa Timur",3.93,629,72,2,Lingkaran,4.79,0.78,0.79,1.92,0.0471,0.0,-7.57968119695344,112.897496265699,0,1,0,0,0,-0.722,0.9958,1
2022-01-16 10:32:00,"Probolinggo, Jawa Timur",5.08,179,167,4,Lingkaran,7.29,0.66,0.66,1.38,0.0471,0.0,-7.7932636434112,113.128530178617,0,1,0,0,0,-0.0033,0.9978,1
2022-01-16 10:53:00,"Pasuruan, Jawa Timur",6.56,672,130,4,Lingkaran,6.43,0.66,0.66,1.38,0.0471,0.0,-7.70096335320676,112.831388308501,0,1,0,0,0,0.8188,0.9957,1
2022-01-16 13:17:00,"Pasuruan, Jawa Timur",6.14,303,184,2,Lingkaran,7.65,1.16,1.16,4.24,0.0471,0.0,-7.54708250232353,112.988438405254,0,1,0,0,0,0.5504,0.9967,1
2022-01-17 02:34:00,"Malang, Jawa Timur",7.59,491,177,1,Lingkaran,7.51,0.91,0.91,2.6,0.0471,0.0,-8.02359737208676,112.662722699917,0,1,0,0,0,1.4181,0.996,1
2022-01-17 04:03:00,"Pasuruan, Jawa Timur",6.29,577,244,0,Lingkaran,8.81,0.46,0.46,0.66,0.0471,0.0,-7.68311596629558,112.957374184082,0,1,0,0,0,0.7233,0.9959,1
2022-01-17 08:18:00,"Banyuwangi, Jawa Timur",6.85,160,119,0,Lingkaran,6.15,0.47,0.47,0.69,0.0471,0.0,-8.13291312311967,114.32371184208,0,1,0,0,0,1.043,0.9981,1
2022-01-17 18:43:00,"Laut Jawa, Barat Daya Probolinggo",6.42,394,153,1,Lingkaran,6.98,0.85,0.86,2.26,0.0471,0.0,-7.80110865289656,113.164249172228,0,1,0,0,0,0.7473,0.9963,1
2022-01-17 19:05:00,Laut Jawa Timur,7.8,555,157,0,Lingkaran,7.07,0.48,0.49,0.73,0.0471,0.0,-7.74891187787154,113.577829941283,0,1,0,0,0,1.5855,0.9959,1
2022-01-18 07:31:00,"Banyuwangi, Jawa Timur",6.06,369,206,4,Lingkaran,8.1,0.66,0.67,1.38,0.0471,0.0,-8.17777045512617,114.371112020437,0,1,0,0,0,0.5411,0.9964,1
2022-01-18 08:20:00,"Gunung Semeru, Lumajang",2.22,415,240,1,Elips,8.74,0.32,0.32,0.33,0.0471,0.0,-8.15960013805227,113.303353682572,1,0,0,0,0,-1.6608,0.9962,1
2022-01-18 14:38:00,"Malang, Jawa Timur",4.42,368,159,4,Lingkaran,7.11,0.66,0.66,1.37,0.0471,0.0,-7.98265062853448,112.711858226778,0,1,0,0,0,-0.3699,0.9964,1
2022-01-19 13:40:00,"Gunung Semeru, Lumajang",4.49,8,201,2,Elips,8.0,0.55,0.56,1.01,0.0471,0.0,-8.1523113980531,113.145445639266,1,0,0,0,0,-0.3996,1.0575,1
2022-01-19 15:05:00,"Banyuwangi, Jawa Timur",7.16,415,134,2,Lingkaran,6.53,1.34,1.33,5.62,0.0471,0.0,-8.26950681827163,114.38130219927,0,1,0,0,0,1.1377,0.9962,1
2022-01-19 16:09:00,"Gunung Raung, Banyuwangi",6.97,263,208,0,Elips,8.14,0.71,0.71,1.68,0.0471,0.0,-8.1728909584967,114.278022025734,1,0,0,0,0,1.1116,0.9969,1
2022-01-20 05:55:00,"Laut Jawa, Barat Daya Probolinggo",7.14,635,102,3,Lingkaran,5.7,0.89,0.9,2.51,0.0471,0.0,-7.7521552322209,113.19574466878,0,1,0,0,0,1.1935,0.9958,1
2022-01-20 10:39:00,"Malang, Jawa Timur",3.14,371,170,0,Lingkaran,7.36,0.4,0.4,0.51,0.0471,0.0,-7.95170837905292,112.693011987337,0,1,0,0,0,-1.0755,0.9963,1
2022-01-20 22:07:00,Laut Jawa Timur,5.47,695,264,2,Lingkaran,9.17,1.05,1.05,3.44,0.0471,0.0,-8.16457888200431,111.89124458411,0,1,0,0,0,0.1647,0.9957,1
2022-01-20 23:28:00,"Gunung Raung, Banyuwangi",5.56,258,89,1,Elips,5.32,0.49,0.49,0.8,0.0471,0.0,-8.19562313215788,114.388666145348,1,0,0,0,0,0.2542,0.9969,1
2022-01-21 06:35:00,"Probolinggo, Jawa Timur",7.54,234,140,3,Lingkaran,6.68,1.0,1.01,3.14,0.0471,0.0,-7.73323225452793,113.246322790409,0,1,0,0,0,1.4185,0.9971,1
2022-01-21 12:39:00,"Probolinggo, Jawa Timur",3.09,157,206,3,Lingkaran,8.1,0.0,0.0,0.0,0.0471,0.0,-7.731588686935,113.201097495371,0,1,0,0,0,-1.0844,0.9982,1
2022-01-21 21:39:00,"Banyuwangi, Jawa Timur",2.95,649,54,0,Lingkaran,4.15,0.4,0.4,0.5,0.0471,0.0,-8.22031617834406,114.466732982373,0,1,0,0,0,-1.184,0.9958,1
2022-01-23 00:09:00,"Gunung Raung, Banyuwangi",2.87,356,228,0,Elips,8.52,0.64,0.64,1.36,0.0471,0.0,-8.28175692690936,114.469037572426,1,0,0,0,0,-1.2297,0.9964,1
2022-01-24 04:19:00,"Gunung Raung, Banyuwangi",3.34,105,178,0,Elips,7.53,0.65,0.65,1.4,0.0471,0.0,-8.17731673536337,114.296742643856,1,0,0,0,0,-0.9613,0.9998,1
2022-01-25 06:23:00,"Malang, Jawa Timur",4.42,515,184,0,Lingkaran,7.65,0.42,0.43,0.56,0.0471,0.0,-7.868107490892,112.577538000006,0,1,0,0,0,-0.3446,0.996,1
2022-01-25 08:11:00,"Pasuruan, Jawa Timur",2.41,64,130,4,Lingkaran,6.43,0.66,0.66,1.37,0.0471,0.0,-7.58221269360043,112.814524199208,0,1,0,0,0,-1.4864,1.0028,1
2022-01-25 08:40:00,Laut Jawa Timur,2.67,502,277,4,Lingkaran,9.39,0.66,0.66,1.37,0.0471,0.0,-7.63740227223858,113.314035586113,0,1,0,0,0,-1.3419,0.996,1
2022-01-27 04:40:00,"Banyuwangi, Jawa Timur",2.02,121,186,1,Lingkaran,7.69,0.62,0.62,1.21,0.0471,0.0,-8.30439789048969,114.449915635736,0,1,0,0,0,-1.7754,0.9991,1
2022-01-27 19:51:00,"Gunung Semeru, Lumajang",7.59,514,151,0,Elips,6.93,0.73,0.73,1.73,0.0471,0.0,-8.15442261573888,113.137654516681,1,0,0,0,0,1.4656,0.996,1
2022-01-28 05:10:00,"Probolinggo, Jawa Timur",7.97,194,257,0,Lingkaran,9.04,0.49,0.49,0.74,0.0471,0.0,-7.84410354356831,113.175921186547,0,1,0,0,0,1.6826,0.9976,1
2022-01-28 07:08:00,"Pasuruan, Jawa Timur",2.81,101,194,0,Lingkaran,7.86,0.4,0.39,0.49,0.0471,0.0,-7.56991573237603,112.938683230822,0,1,0,0,0,-1.2639,1.0,1
2022-01-28 21:48:00,"Malang, Jawa Timur",5.69,47,195,0,Lingkaran,7.88,0.45,0.45,0.63,0.0471,0.0,-7.9285001177916,112.654128433326,0,1,0,0,0,0.3806,1.0056,1
2022-02-01 03:01:00,"Gunung Raung, Banyuwangi",2.75,175,63,2,Elips,4.48,0.23,0.23,0.17,0.0471,0.0,-8.19754042975993,114.381285753171,1,0,0,0,0,-1.4014,0.9979,1
2022-02-02 04:55:00,"Gunung Raung, Banyuwangi",4.66,438,181,1,Elips,7.59,0.44,0.45,0.65,0.0471,0.0,-8.23905154586907,114.307711170617,1,0,0,0,0,-0.2618,0.9961,1
2022-02-02 08:09:00,"Laut Selatan Jawa, barat daya Lumajang",4.98,4,228,3,Lingkaran,8.52,0.33,0.34,0.35,0.0471,0.0,-8.22942241743471,113.254955897704,0,1,0,0,0,-0.0214,1.12,1
2022-02-02 18:36:00,"Laut Selatan Jawa, barat daya Lumajang",6.5,535,50,3,Lingkaran,3.99,0.72,0.73,1.65,0.0471,0.0,-8.13739873477284,113.181876172633,0,1,0,0,0,0.8335,0.9959,1
2022-02-03 14:13:00,"Probolinggo, Jawa Timur",2.69,272,50,0,Lingkaran,3.99,0.39,0.4,0.49,0.0471,0.0,-7.75057323612375,113.26387183864,0,1,0,0,0,-1.3324,0.9968,1
2022-02-03 19:59:00,"Laut Selatan Jawa, barat daya Lumajang",7.04,605,208,4,Lingkaran,8.14,0.66,0.66,1.38,0.0471,0.0,-8.10730382878481,113.190346891566,0,1,0,0,0,1.0854,0.9958,1
2022-02-04 16:55:00,"Pasuruan, Jawa Timur",5.25,173,166,0,Lingkaran,7.27,0.44,0.43,0.6,0.0471,0.0,-7.73973419595775,112.980277846884,0,1,0,0,0,0.1294,0.9979,1
2022-02-05 10:54:00,"Pasuruan, Jawa Timur",7.02,500,138,0,Lingkaran,6.63,0.47,0.47,0.69,0.0471,0.0,-7.67399833975204,112.976242268489,0,1,0,0,0,1.1401,0.996,1
2022-02-05 13:47:00,"Gunung Semeru, Lumajang",5.68,86,73,4,Elips,4.82,0.66,0.66,1.42,0.0471,0.0,-8.23034075564232,113.230769577776,1,0,0,0,0,0.33,1.0008,1
2022-02-05 15:12:00,"Banyuwangi, Jawa Timur",7.84,181,185,2,Lingkaran,7.67,1.45,1.45,6.65,0.0471,0.0,-8.23270061327013,114.282157236108,0,1,0,0,0,1.5292,0.9978,1
2022-02-05 20:47:00,"Gunung Raung, Banyuwangi",6.69,359,214,4,Elips,8.25,0.66,0.66,1.42,0.0471,0.0,-8.15064688429448,114.331819012491,1,0,0,0,0,0.891,0.9964,1
2022-02-06 06:04:00,"Laut Selatan Jawa, barat daya Lumajang",7.57,527,253,4,Lingkaran,8.97,0.66,0.67,1.39,0.0471,0.0,-8.11064890326468,113.230165320065,0,1,0,0,0,1.3798,0.9959,1
2022-02-07 11:02:00,"Gunung Raung, Banyuwangi",7.35,448,219,2,Elips,8.35,1.02,1.02,3.41,0.0471,0.0,-8.12504204654977,114.451351754325,1,0,0,0,0,1.2471,0.9961,1
2022-02-07 14:43:00,"Banyuwangi, Jawa Timur",6.74,669,89,4,Lingkaran,5.32,0.66,0.66,1.38,0.0471,0.0,-8.27103024296422,114.389258231817,0,1,0,0,0,0.9188,0.9957,1
2022-02-07 18:34:00,"Laut Selatan Jawa, barat daya Lumajang",6.75,196,179,4,Lingkaran,7.55,0.66,0.66,1.38,0.0471,0.0,-8.16760723442728,113.127414439521,0,1,0,0,0,0.9243,0.9976,1
2022-02-07 21:54:00,"Laut Jawa, Barat Daya Probolinggo",3.15,479,128,1,Lingkaran,6.38,0.68,0.68,1.45,0.0471,0.0,-7.77651050326017,113.192598684095,0,1,0,0,0,-1.1276,0.996,1
2022-02-08 08:21:00,"Malang, Jawa Timur",7.2,609,212,0,Lingkaran,8.21,0.47,0.47,0.7,0.0471,0.0,-7.89428874053942,112.705946759895,0,1,0,0,0,1.2429,0.9958,1
2022-02-09 09:31:00,"Banyuwangi, Jawa Timur",2.05,271,291,3,Lingkaran,9.62,0.0,0.0,0.0,0.0471,0.0,-8.29208644950122,114.278446978825,0,1,0,0,0,-1.6693,0.9968,1
2022-02-10 05:16:00,"Banyuwangi, Jawa Timur",4.85,242,90,4,Lingkaran,5.35,0.66,0.67,1.38,0.0471,0.0,-8.20352013369729,114.452107863937,0,1,0,0,0,-0.131,0.9971,1
2022-02-11 08:35:00,"Malang, Jawa Timur",2.69,591,205,0,Lingkaran,8.08,0.39,0.39,0.49,0.0471,0.0,-8.03408260535956,112.542038261998,0,1,0,0,0,-1.3324,0.9958,1
2022-02-11 08:44:00,"Malang, Jawa Timur",7.36,158,131,2,Lingkaran,6.46,1.37,1.36,5.92,0.0471,0.0,-7.92475365450343,112.61816114508,0,1,0,0,0,1.2528,0.9982,1
2022-02-11 21:33:00,"Pasuruan, Jawa Timur",3.86,504,258,3,Lingkaran,9.06,0.03,0.03,0.0,0.0471,0.0,-7.60543451163741,112.908138483958,0,1,0,0,0,-0.6513,0.996,1
2022-02-11 22:10:00,"Gunung Raung, Banyuwangi",7.42,142,183,4,Elips,7.63,0.66,0.65,1.43,0.0471,0.0,-8.26316033899466,114.382851105853,1,0,0,0,0,1.2965,0.9985,1
2022-02-11 23:24:00,"Gunung Semeru, Lumajang",4.72,357,266,0,Elips,9.2,0.67,0.68,1.5,0.0471,0.0,-8.10115265387647,113.211811196954,1,0,0,0,0,-0.1733,0.9964,1
2022-02-13 11:28:00,Laut Jawa Timur,4.83,549,108,2,Lingkaran,5.86,0.94,0.94,2.76,0.0471,0.0,-6.87371136643448,112.88336902477,0,1,0,0,0,-0.2038,0.9959,1
2022-02-13 16:07:00,"Gunung Raung, Banyuwangi",2.19,318,265,1,Elips,9.18,0.32,0.32,0.33,0.0471,0.0,-8.16170708010888,114.414362239168,1,0,0,0,0,-1.678,0.9966,1
2022-02-13 19:26:00,"Laut Selatan Jawa, barat daya Lumajang",2.23,658,233,1,Lingkaran,8.61,0.63,0.63,1.26,0.0471,0.0,-8.17950914963197,113.132305990933,0,1,0,0,0,-1.655,0.9958,1
2022-02-14 02:59:00,"Laut Selatan Jawa, barat daya Lumajang",3.13,135,114,0,Lingkaran,6.02,0.4,0.4,0.51,0.0471,0.0,-8.0789965988141,113.28145732121,0,1,0,0,0,-1.0812,0.9987,1
2022-02-14 05:22:00,"Gunung Raung, Banyuwangi",4.8,148,193,4,Elips,7.84,0.66,0.65,1.42,0.0471,0.0,-8.29788184943061,114.32358196158,1,0,0,0,0,-0.1588,0.9984,1
2022-02-15 16:43:00,"Malang, Jawa Timur",6.59,80,186,2,Lingkaran,7.69,1.24,1.25,4.84,0.0471,0.0,-8.00474299426531,112.611739760813,0,1,0,0,0,0.8095,1.0012,1
2022-02-15 20:35:00,Laut Jawa Timur,3.52,699,234,4,Lingkaran,8.63,0.66,0.66,1.37,0.0471,0.0,-8.18447569793037,112.080121225062,0,1,0,0,0,-0.8698,0.9957,1
2022-02-15 21:37:00,"Gunung Raung, Banyuwangi",5.09,673,245,2,Elips,8.83,0.63,0.63,1.3,0.0471,0.0,-8.19351789597949,114.328644527731,1,0,0,0,0,-0.0541,0.9957,1
2022-02-16 07:06:00,"Pasuruan, Jawa Timur",5.05,202,186,2,Lingkaran,7.69,0.98,0.98,2.99,0.0471,0.0,-7.71691174874219,112.964883744488,0,1,0,0,0,-0.0771,0.9975,1
2022-02-18 07:13:00,"Gunung Raung, Banyuwangi",7.11,2,279,4,Elips,9.42,0.69,0.69,1.56,0.0471,0.0,-8.23816514027818,114.375220366988,1,0,0,0,0,1.1243,1.245,1
2022-02-18 09:10:00,"Laut Jawa, Barat Daya Probolinggo",2.8,120,246,0,Lingkaran,8.85,0.4,0.4,0.49,0.0471,0.0,-7.67741369169507,113.275978297965,0,1,0,0,0,-1.2696,0.9992,1
2022-02-19 22:49:00,"Probolinggo, Jawa Timur",3.85,587,200,1,Lingkaran,7.98,0.72,0.72,1.61,0.0471,0.0,-7.80287808731127,113.126508812528,0,1,0,0,0,-0.7262,0.9959,1
2022-02-20 00:53:00,"Gunung Semeru, Lumajang",3.73,574,208,0,Elips,8.14,0.66,0.65,1.42,0.0471,0.0,-8.11700017676059,113.310328940987,1,0,0,0,0,-0.7386,0.9959,1
2022-02-20 07:16:00,"Banyuwangi, Jawa Timur",7.78,629,98,1,Lingkaran,5.59,0.92,0.93,2.66,0.0471,0.0,-8.24100145078895,114.305442267593,0,1,0,0,0,1.527,0.9958,1
2022-02-20 12:04:00,Laut Jawa Timur,5.94,605,215,2,Lingkaran,8.27,1.13,1.12,3.99,0.0471,0.0,-7.59158082733055,113.211850519404,0,1,0,0,0,0.4353,0.9958,1
2022-02-20 21:40:00,"Laut Jawa, Barat Daya Probolinggo",7.52,691,287,1,Lingkaran,9.56,0.91,0.9,2.58,0.0471,0.0,-7.81342045880331,113.176191293074,0,1,0,0,0,1.378,0.9957,1
2022-02-21 01:43:00,"Laut Selatan Jawa, barat daya Lumajang",4.65,434,133,2,Lingkaran,6.51,0.91,0.91,2.58,0.0471,0.0,-8.06453969404832,113.265503495162,0,1,0,0,0,-0.3074,0.9962,1
2022-02-21 14:48:00,Laut Jawa Timur,5.21,375,195,3,Lingkaran,7.88,0.38,0.38,0.46,0.0471,0.0,-7.71225496568411,113.121289376148,0,1,0,0,0,0.108,0.9963,1
2022-02-21 15:36:00,"Laut Jawa, Barat Daya Probolinggo",3.55,305,221,2,Lingkaran,8.39,0.72,0.71,1.62,0.0471,0.0,-7.83865915063453,113.167072080044,0,1,0,0,0,-0.9408,0.9966,1
2022-02-21 17:17:00,"Laut Selatan Jawa, barat daya Lumajang",6.19,588,117,0,Lingkaran,6.1,0.45,0.45,0.65,0.0471,0.0,-8.08277720073108,113.177745309351,0,1,0,0,0,0.6662,0.9959,1
2022-02-21 20:23:00,"Malang, Jawa Timur",2.75,660,246,0,Lingkaran,8.85,0.39,0.39,0.49,0.0471,0.0,-8.00523137314947,112.556958352313,0,1,0,0,0,-1.2982,0.9958,1
2022-02-22 05:36:00,Laut Jawa Timur,2.12,231,175,3,Lingkaran,7.46,0.0,0.0,0.0,0.0471,0.0,-6.70581053790393,113.685016017036,0,1,0,0,0,-1.63,0.9972,1
2022-02-22 23:43:00,"Laut Selatan Jawa, barat daya Lumajang",7.25,478,138,2,Lingkaran,6.63,1.35,1.35,5.75,0.0471,0.0,-8.070920125055,113.315202803782,0,1,0,0,0,1.1895,0.996,1
2022-02-23 04:38:00,Laut Jawa Timur,3.09,334,54,3,Lingkaran,4.15,0.0,0.0,0.0,0.0471,0.0,-8.01616089990872,111.803838459129,0,1,0,0,0,-1.0844,0.9965,1
2022-02-23 11:26:00,"Laut Jawa, Barat Daya Probolinggo",5.59,554,61,3,Lingkaran,4.41,0.48,0.48,0.74,0.0471,0.0,-7.66000304247274,113.236591311806,0,1,0,0,0,0.3217,0.9959,1
2022-02-23 14:04:00,"Probolinggo, Jawa Timur",2.98,635,198,1,Lingkaran,7.94,0.67,0.67,1.41,0.0471,0.0,-7.74617576075011,113.150135482702,0,1,0,0,0,-1.225,0.9958,1
2022-02-23 17:41:00,"Probolinggo, Jawa Timur",5.04,234,271,4,Lingkaran,9.29,0.66,0.66,1.38,0.0471,0.0,-7.78585102885564,113.224128996494,0,1,0,0,0,-0.0255,0.9971,1
2022-02-23 18:51:00,"Banyuwangi, Jawa Timur",5.86,136,234,1,Lingkaran,8.63,0.82,0.82,2.11,0.0471,0.0,-8.24131181382789,114.347390555784,0,1,0,0,0,0.4262,0.9987,1
2022-02-24 06:32:00,Laut Jawa Timur,7.39,248,93,2,Lingkaran,5.44,1.38,1.38,5.95,0.0471,0.0,-7.81430882056581,112.554324638461,0,1,0,0,0,1.2701,0.997,1
2022-02-24 23:49:00,"Banyuwangi, Jawa Timur",3.47,233,93,0,Lingkaran,5.44,0.41,0.4,0.52,0.0471,0.0,-8.14096062850951,114.411010258704,0,1,0,0,0,-0.887,0.9971,1
2022-02-25 10:46:00,"Gunung Semeru, Lumajang",6.9,94,78,2,Elips,4.98,0.94,0.94,2.92,0.0471,0.0,-8.11554836970595,113.233355279625,1,0,0,0,0,0.988,1.0003,1
2022-02-25 15:05:00,Laut Jawa Timur,4.01,106,130,1,Lingkaran,6.43,0.72,0.72,1.65,0.0471,0.0,-6.54199611497349,112.12712821318,0,1,0,0,0,-0.6345,0.9997,1
2022-02-25 23:04:00,"Laut Selatan Jawa, barat daya Lumajang",5.64,373,152,0,Lingkaran,6.96,0.45,0.44,0.62,0.0471,0.0,-8.11724235683671,113.28473407964,0,1,0,0,0,0.3521,0.9963,1
2022-02-26 08:53:00,Laut Jawa Timur,2.23,274,144,2,Lingkaran,6.77,0.49,0.49,0.76,0.0471,0.0,-7.49466104582514,112.962901097632,0,1,0,0,0,-1.7008,0.9968,1
2022-02-27 13:16:00,"Laut Jawa, Barat Daya Probolinggo",3.9,24,230,3,Lingkaran,8.56,0.04,0.04,0.0,0.0471,0.0,-7.67311358811478,113.264637029295,0,1,0,0,0,-0.6288,1.0158,1
2022-02-28 01:21:00,"Laut Jawa, Barat Daya Probolinggo",3.18,591,205,1,Lingkaran,8.08,0.68,0.68,1.46,0.0471,0.0,-7.72668188074811,113.157767191468,0,1,0,0,0,-1.1104,0.9958,1
2022-02-28 10:42:00,"Laut Selatan Jawa, barat daya Lumajang",2.05,235,246,0,Lingkaran,8.85,0.38,0.38,0.46,0.0471,0.0,-8.06505047106604,113.129435959385,0,1,0,0,0,-1.6979,0.9971,1
2022-03-01 07:29:00,Laut Jawa Timur,7.44,205,106,2,Lingkaran,5.81,1.39,1.4,6.03,0.0471,0.0,-7.51943686600455,113.061488601925,0,1,0,0,0,1.2989,0.9974,1
2022-03-01 10:11:00,"Gunung Semeru, Lumajang",5.25,355,59,2,Elips,4.33,0.66,0.66,1.42,0.0471,0.0,-8.12180688860658,113.162982144169,1,0,0,0,0,0.038,0.9964,1
2022-03-01 12:03:00,Laut Jawa Timur,7.37,547,207,0,Lingkaran,8.12,0.48,0.47,0.71,0.0471,0.0,-7.95693493886951,113.066011635428,0,1,0,0,0,1.34,0.9959,1
