Tanggal,Lintang,Bujur,Magnitudo,Kedalaman_km,Lokasi,Sumber,Lokasi_Baru,Magnitudo_Original,Kedalaman_Original,Seismic_Moment_M0,Radiated_Energy_J,Benioff_Strain,Rupture_Length_Est,Gutenberg_Richter_b_value,Time_Delta_Hours,Dist_Delta_KM,Migration_Velocity,hour_sin,hour_cos,doy_sin,doy_cos,month_sin,month_cos,roll_7d_mag_mean,roll_7d_mag_std,roll_7d_mag_max,roll_7d_count,roll_7d_energy_sum,roll_7d_depth_mean,roll_14d_mag_mean,roll_14d_mag_std,roll_14d_mag_max,roll_14d_count,roll_14d_energy_sum,roll_14d_depth_mean,roll_30d_mag_mean,roll_30d_mag_std,roll_30d_mag_max,roll_30d_count,roll_30d_energy_sum,roll_30d_depth_mean,rolling_mag_mean,rolling_event_count,Cluster_KMeans,Dist_to_Cluster_Center,Cluster,MagScaled,DepthScaled,R_true,aco_heuristic,isVulkanik,is_Anomaly,Temporal_Risk_Factor,Model_Uncertainty,LSTM_Error,Context_Impact_Radius,Context_Risk_Pheromone,is_anomaly,Proporsi_Grid_Terdampak_CNN,Pheromone_Score,Final_Prob_Impact
2022-01-07 15:39:00,-8.20398789252763,114.327283615676,-0.65814696485623,0.9415041782729805,Banyuwangi,INATEWS,Banyuwangi,3.11,685.0,-0.006451424429124694,-0.006451424429124694,-0.07841402925649922,0.08431405951147702,-9.292726310349542,0.19007770472205615,0.48480221347885044,0.1068793242202326,-0.7071067811865471,-0.7071067811865479,0.1201261651823505,0.9927586335250793,0.49999999999999994,0.8660254037844387,0.23327254136625872,0.9294792403585084,7.99,-0.8,0.788369113144788,334.45454545454544,0.33023783830457454,1.3683547239575748,7.99,-2.125,-0.006161197467991939,334.45454545454544,0.575907317023551,2.0993642812571967,7.99,-4.2727272727272725,-1.0512286547281802,334.45454545454544,5.25,11.0,2,-0.6109930409848361,2,6.22,342.5,-0.16056462516876763,-0.5224955758643423,0,False,0.0,0.0,0.0,5.484544739538552,0.0,False,0.9016385078430176,0.0,0.0
2022-01-08 07:30:00,-8.21760877484517,113.14956304743,-0.08306709265175713,0.31754874651810583,Lumajang,INATEWS,Lumajang,4.91,461.0,-0.003826351528243367,-0.0038263515282433674,-0.029197647850909274,1.471973528977943,-9.292726310349542,0.5642558278541542,0.5154480624657604,-0.05177335839413342,0.9659258262890683,-0.25881904510252063,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,0.22362124286334784,0.933065438862481,7.99,-0.8,0.7883615909166151,370.72727272727275,0.2680323729175633,0.8890671084971749,7.99,-2.0,-0.006142524099651873,345.0,0.4721025941448638,1.3383336991236812,7.99,-4.181818181818182,-1.0512146103335052,345.0,5.221666666666667,12.0,4,0.0725137157999343,4,9.82,230.5,-0.049688223228177474,-0.23644395058105314,0,False,0.0,0.0,0.0,11.69421522146138,0.2495081127954727,False,0.9186296463012695,0.0,0.0
2022-01-08 13:31:00,-8.30383985460679,114.331246035942,-0.6677316293929713,0.12534818941504178,Banyuwangi,INATEWS,Banyuwangi,3.08,392.0,-0.006451941001563901,-0.006451941001563901,-0.07853021485336087,0.08038962448571255,-9.292726310349542,-0.14106395696353857,0.5229802584233346,0.5236592177560527,-0.2588190451025208,-0.9659258262890683,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,-0.050337758926402625,0.05323930533461961,7.57,-1.0,-0.3581653436699812,387.5,-0.09366003894808829,0.9476353135012631,7.99,-1.875,-0.006142490508672618,348.61538461538464,-0.131467853362432,1.4313304587123066,7.99,-4.090909090909091,-1.051214585069452,348.61538461538464,5.056923076923078,13.0,2,-0.13413576189142884,2,6.16,196.0,-0.16056462516876763,-0.44708835040693395,0,False,0.0,0.0,0.0,5.405378062633547,0.0,False,0.9005676507949829,0.0,0.0
2022-01-08 16:59:00,-8.12334829617477,114.451455649838,0.380191693290735,-0.31754874651810583,Banyuwangi,INATEWS,Banyuwangi,6.36,233.0,0.3871013462887967,0.3871013462887999,0.549451562628681,14.736691770366876,-9.292726310349542,-0.3239689181111775,-0.525696267462989,-0.10490709560971015,-0.8660254037844385,-0.5000000000000004,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,-0.2080675516025358,-0.38229977452643404,7.57,-1.0,-0.5034617942164328,393.2,0.11068913693865316,0.718205755587756,7.99,-1.75,-0.0033485145557005866,340.35714285714283,0.20953770686347947,1.0670337308491649,7.99,-4.0,-1.0491132126613514,340.35714285714283,5.15,14.0,2,0.23634197320448094,2,12.72,116.5,0.5638407083158629,0.6700177932820249,0,False,0.0,0.0,0.0,17.23989107977999,0.249508112795494,False,0.9241490960121155,0.0,0.0
2022-01-09 06:12:00,-8.21237187476595,113.264363310294,-0.15654952076677323,0.11142061281337047,Lumajang,INATEWS,Lumajang,4.68,387.0,-0.0052681463934043235,-0.005268146393404313,-0.04608499407696102,1.021409751989848,-9.292726310349542,0.3753735803945009,0.5293623408653167,0.022277722198795844,1.0,6.123233995736766e-17,0.1542040475626894,0.988039023376751,0.49999999999999994,0.8660254037844387,-0.24653486992127888,-0.6623429898711747,7.57,-0.8,-0.503449366701897,392.6363636363636,0.04189721051066399,0.3780875351272628,7.99,-1.625,-0.0033400768832147153,343.46666666666664,0.09474189567998959,0.5269814554265578,7.99,-3.909090909090909,-1.0491068666181325,343.46666666666664,5.118666666666667,15.0,4,-0.1388357713281346,4,9.36,193.5,-0.08281321968113027,-0.20438979093405432,0,False,0.0,0.0,0.0,11.07641020771995,0.3134419015274135,False,0.9178202748298645,0.0,0.0
2022-01-09 11:36:00,-8.12622436707412,113.241955796981,0.6869009584664538,0.8189415041782729,Lumajang,INATEWS,Lumajang,7.32,641.0,10.833031248180484,10.833031248180573,3.226447132507264,67.73295140086063,-9.292726310349542,-0.18529587567244468,-0.6651882681525018,-0.32248148616369915,0.258819045102521,-0.9659258262890682,0.1542040475626894,0.988039023376751,0.49999999999999994,0.8660254037844387,0.05506820829466655,-0.38841611159994655,7.57,-0.6,-0.3901090870720122,413.3333333333333,0.34395963213994585,0.49138912978613497,7.99,-1.5,0.07361241077790782,362.0625,0.5988054176585575,0.706885913122735,7.99,-3.8181818181818183,-0.9912302645901966,362.0625,5.2562500000000005,16.0,4,-0.8244493128629719,4,14.64,320.5,2.0907569721062513,-0.0014926703627647345,0,False,0.0,0.6781235337257385,3.276160955429077,21.36037542455437,0.2618496970414162,False,0.9258278608322144,0.0,0.0
2022-01-09 14:30:00,-7.7131317097396,112.820913761155,-0.6869009584664537,-0.2757660167130919,Sidoarjo,INATEWS,Sidoarjo,3.02,248.0,-0.00645282661420797,-0.00645282661420797,-0.07874528393626584,0.07308024590091085,-9.292726310349542,-0.36461446503287515,-0.1191162132438851,0.559143559117787,-0.4999999999999997,-0.8660254037844388,0.1542040475626894,0.988039023376751,0.49999999999999994,0.8660254037844387,-0.2583692002284175,-0.03582769179785249,7.57,-0.6,-0.39032009633412795,431.75,0.05515623012256677,0.603771891235745,7.99,-1.375,0.07361243808168068,355.3529411764706,0.11686774664651953,0.8853314135048226,7.99,-3.727272727272727,-0.9912302440548033,355.3529411764706,5.124705882352941,17.0,1,1.8487853714024836,1,6.04,124.0,-0.16056462516876763,-0.3532743565556989,0,False,0.0,0.6756587028503418,6.029942512512207,5.248200453488796,0.0,False,0.8978666663169861,0.0,0.0
2022-01-09 15:52:00,-7.01036667272679,112.61214752396,0.8785942492012779,-0.8022284122562674,Gresik,INATEWS,Gresik,7.92,59.0,86.09465638175409,86.0946563817548,9.240134733159596,175.71142465950913,-9.292726310349542,-0.4745965331739391,0.040573276218143,2.140248597168686,-0.7071067811865471,-0.7071067811865479,0.1542040475626894,0.988039023376751,0.49999999999999994,0.8660254037844387,0.09094240300465962,0.3817063971477131,7.92,-0.4,0.5099737460814971,403.0769230769231,0.39610244871435174,0.9173068324499312,7.99,-1.25,0.6848677748966931,338.8888888888889,0.6858182000715738,1.3831737760749945,7.99,-3.6363636363636362,-0.5315000528479048,338.8888888888889,5.28,18.0,0,2.461240953338203,0,15.84,29.5,4.362775097440664,7.224229310599692,0,False,0.0,0.8321283459663391,10.903429985046387,23.01990940379632,0.1093302296090274,False,0.9279298782348633,0.0,0.0
2022-01-09 16:43:00,-8.09192684373659,113.294640450469,-0.27795527156549527,0.3593314763231198,Lumajang,INATEWS,Lumajang,4.3,476.0,-0.006136776642012955,-0.006136776642012953,-0.06274906483486992,0.55847019473683,-9.292726310349542,-0.511655708308428,0.636071912897951,6.710022144876097,-0.8660254037844385,-0.5000000000000004,0.1542040475626894,0.988039023376751,0.49999999999999994,0.8660254037844387,-0.0018055150260553035,0.18170910010665622,7.92,-0.2,0.5099770909902871,408.2857142857143,0.2828615395887706,0.7021685574906136,7.99,-1.125,0.6848700459256094,346.10526315789474,0.49684861167322,1.0415692752488779,7.99,-3.5454545454545454,-0.5314983447882854,346.10526315789474,5.228421052631579,19.0,4,-0.21689350744935865,4,8.6,238.0,-0.12153020069820651,-0.33723777248873116,0,False,0.0,0.8201696276664734,2.538579225540161,8.916669781930919,0.0,False,0.914696216583252,0.0,0.0
2022-01-09 18:46:00,-8.26735128859648,114.386821976702,0.44728434504792347,0.0,Banyuwangi,INATEWS,Banyuwangi,6.57,347.0,0.8063902497833079,0.8063902497833145,0.8249246008258427,20.573112455143548,-9.292726310349542,-0.42558278541542144,0.4381289867069493,2.132232968272709,-1.0,-1.8369701987210297e-16,0.1542040475626894,0.988039023376751,0.49999999999999994,0.8660254037844387,0.14733002612605808,0.09872140451047286,7.92,0.0,0.5184764129281443,404.2,0.4301324974260684,0.5649536274479332,7.99,-1.0,0.6906406684146895,346.15,0.742605489646383,0.8236943402007836,7.99,-3.4545454545454546,-0.5271582119166267,346.15,5.2955,20.0,2,-0.520476311508759,2,13.14,173.5,0.7705863935632339,0.30328183267449593,0,False,0.0,0.6988862752914429,9.594018936157227,20.04931284850809,0.6352013804896119,False,0.9248020052909851,0.0,0.0
2022-01-09 23:37:00,-8.19897044581846,113.153553692118,-0.5271565495207667,-0.4206128133704735,Lumajang,INATEWS,Lumajang,3.52,196.0,-0.006435044987892789,-0.006435044987892788,-0.07604374435053106,0.16173350557998498,-9.292726310349542,-0.22474596533173943,0.577665360829806,0.7947113198814714,-0.25881904510252157,0.9659258262890681,0.1542040475626894,0.988039023376751,0.49999999999999994,0.8660254037844387,-0.011284468912841605,0.06444516038518187,7.92,0.2,0.518476639071733,391.1875,0.24450929777121555,0.5312938057734097,7.99,-0.875,0.6906408219550884,339.0,0.4328487073420006,0.7702480318523688,7.99,-3.3636363636363638,-0.5271580964376237,339.0,5.2109523809523814,21.0,4,-0.08807258865482422,4,7.04,98.0,-0.16056462516876763,-0.15597225427671685,0,False,0.0,0.73746258020401,3.5099549293518066,6.662954599564225,0.02970334676136847,False,0.9076264500617981,0.0,0.0
2022-01-10 04:04:00,-7.70634616581684,112.952158659529,0.134185303514377,0.011142061281337047,Probolinggo,INATEWS,Probolinggo,5.59,351.0,0.0210861703392045,0.02108617033920472,0.08599241002551535,4.3361070944918545,-9.292726310349542,-0.2534369396294082,-0.17998849381373852,0.1657620205649435,0.8660254037844386,0.5000000000000001,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,0.033433890011881934,-0.11306889972998645,7.92,0.4,0.5187646336287118,388.8235294117647,0.2823363034611013,0.3059027988346159,7.99,-0.75,0.6908363561258594,339.54545454545456,0.49597212935226354,0.4123638644229234,7.99,-3.272727272727273,-0.5270110335715807,339.54545454545456,5.2281818181818185,22.0,1,0.5701873777162514,1,11.18,175.5,0.11943510666398437,0.03840239469926268,0,False,0.0,0.6990571618080139,4.6630120277404785,13.21653808680624,0.0,False,0.9199206233024597,0.0,0.0
2022-01-10 05:41:00,-8.13963866055159,114.310481147133,0.3482428115015974,-0.9164345403899722,Banyuwangi,INATEWS,Banyuwangi,6.26,18.0,0.27216106778007776,0.27216106778007776,0.4495040468935765,12.571873429542055,-9.292726310349542,-0.45666467423789603,0.7870174707936529,3.7437148570730634,0.9659258262890683,0.25881904510252074,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,0.12963597887072392,-0.2144543849565736,7.92,0.6,0.521677927396497,368.22222222222223,0.3808294955758521,0.155168501123345,7.99,-0.625,0.6928143396234365,325.5652173913044,0.6603316184952197,0.17302237794511757,7.99,-3.1818181818181817,-0.5255233758338448,325.5652173913044,5.2730434782608695,23.0,2,-0.06332488590276393,2,12.52,9.0,0.48163542115064084,14.863726680154429,0,False,0.0,0.9679185152053833,8.935547828674316,20.0655412746391,0.9370624236189621,False,0.9333192706108093,0.0,0.0
2022-01-11 21:33:00,-7.7702926713286,113.253764471901,-0.9073482428115016,0.5766016713091922,Probolinggo,INATEWS,Probolinggo,2.33,554.0,-0.0064563177891038895,-0.00645631778910389,-0.0801168850552854,0.02441743273496733,-9.292726310349542,2.2869097429766887,0.4541351755784025,-0.2685658167103127,-0.7071067811865477,0.7071067811865474,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,-0.06668368829561659,0.22128797843185802,7.92,0.6,0.5216663330751966,368.5,0.11160392319434367,0.4750974619193768,7.99,-0.5,0.6928143421424044,335.0833333333333,0.21106424690581171,0.6810174010213843,7.99,-3.090909090909091,-0.5255233739393081,335.0833333333333,5.150416666666667,24.0,1,0.5318613446104189,1,4.66,277.0,-0.16056462516876763,-0.5549254472053122,0,False,0.0,0.8756471276283264,2.5862574577331543,3.889865387486706,0.3123541412063347,False,0.8899646401405334,0.0,0.0
2022-01-12 12:03:00,-8.28896235721151,114.328854050137,0.6293929712460063,0.48746518105849584,Banyuwangi,INATEWS,Banyuwangi,7.14,522.0,5.814692997225935,5.814692997225934,2.342854482886522,50.88619759560767,-9.292726310349542,0.4674237895995218,0.5356772365963757,-0.013263375993639075,1.2246467991473532e-16,-1.0,0.20496611396949532,0.9787690698649216,0.49999999999999994,0.8660254037844387,0.09996851617944626,0.2655049123148391,7.92,0.8,0.5825336670459401,376.57894736842104,0.28632809803139103,0.4976913076330149,7.99,-0.375,0.7341402748262165,342.56,0.502633394991538,0.7168927439291449,7.99,-3.0,-0.49444179838443986,342.56,5.23,25.0,2,-0.25612898971246517,2,14.28,261.0,1.6634802095997243,0.10376828412915653,0,False,0.0,0.8195597529411316,8.97208309173584,19.41865540123303,0.05940669352273161,False,0.9250489473342896,0.0,0.0
2022-01-13 12:11:00,-8.11974496159428,113.247859541832,0.2076677316293931,0.724233983286908,Lumajang,INATEWS,Lumajang,5.82,607.0,0.054498247407964384,0.054498247407964884,0.16728695553737669,6.248848563929618,-9.292726310349542,1.1583980872683801,0.4249919757804976,-0.18771238707336096,1.2246467991473532e-16,-1.0,0.22177215755648186,0.975098513039961,0.49999999999999994,0.8660254037844387,-0.19584527694380943,0.22922964700868748,7.92,0.4,0.31218453671858043,393.47058823529414,0.3361487648798111,0.3208161480790121,7.99,-0.25,0.7345730104650969,352.7307692307692,0.5857711142201687,0.43604383129651136,7.99,-2.909090909090909,-0.4941163343336208,352.7307692307692,5.252692307692308,26.0,4,-0.7470230915426151,4,11.64,303.5,0.21387507666235503,-0.20993539710048176,0,False,0.0,0.7723320722579956,2.693352460861206,15.091531730007,0.2495081127954727,False,0.9218265414237976,0.0,0.0
2022-01-13 15:20:00,-8.20644430209516,114.403128544716,0.757188498402556,-0.6183844011142061,Banyuwangi,INATEWS,Banyuwangi,7.54,125.0,23.167957571657134,23.167957571657134,4.754942091158342,96.07270084891185,-9.292726310349542,-0.3466826060968321,0.49474440193304886,1.3257570127399787,-0.7071067811865471,-0.7071067811865479,0.22177215755648186,0.975098513039961,0.49999999999999994,0.8660254037844387,0.020943974302233978,0.3915123986552991,7.92,0.6,0.5545017577808552,378.55555555555554,0.5221396661651598,0.41612005075540226,7.99,-0.125,0.8990945117774646,344.2962962962963,0.8961414947930986,0.5873708887748026,7.99,-2.8181818181818183,-0.37037835332868646,344.2962962962963,5.337407407407408,27.0,2,-0.6426255461547399,2,15.08,62.5,2.748782696798536,2.760729445884675,0,False,0.0,0.7986034154891968,9.414238929748535,24.61911971617465,0.630307069370381,False,0.9285841584205627,0.0,0.0
2022-01-14 03:57:00,-7.73340864918694,112.826132734651,0.8785942492012779,-0.6796657381615598,Sidoarjo,INATEWS,Sidoarjo,7.92,103.0,86.09465638175409,86.0946563817548,9.240134733159596,175.71142465950913,-9.292726310349542,0.33233711894799767,1.0265051242173395,0.21283190247778752,0.7071067811865476,0.7071067811865476,0.23851257519407648,0.9711394088771653,0.49999999999999994,0.8660254037844387,0.24524595680220088,0.5935437742587187,7.92,0.8,1.4547956001964804,364.05263157894734,0.7246413982583568,0.5762058717332065,7.99,0.0,1.5103498485924771,335.67857142857144,1.2340641524182545,0.8415610693682046,7.99,-2.727272727272727,0.08935183787821224,335.67857142857144,5.429642857142857,28.0,1,1.8201522632003881,1,15.84,51.5,4.362775097440664,3.9019632161550044,0,False,0.0,0.8213723301887512,5.513582706451416,22.3502137599231,0.00917619550829606,False,0.9268718957901001,0.0,0.0
2022-01-14 15:01:00,-7.80143099788125,113.206854105667,-0.7060702875399362,-0.4818941504178273,Probolinggo,INATEWS,Probolinggo,2.96,174.0,-0.00645354646719057,-0.00645354646719057,-0.07893918401400436,0.0664354681976005,-9.292726310349542,0.22115959354453077,-0.3424395410173993,-0.23632979564199,-0.7071067811865471,-0.7071067811865479,0.23851257519407648,0.9711394088771653,0.49999999999999994,0.8660254037844387,0.28116620311002327,0.47947608641977185,7.92,0.8,1.4547956259756658,346.2631578947368,0.5376735078709983,0.6957191431584394,7.99,0.125,1.5103498707858167,330.1034482758621,0.9220634314506556,1.0313286569117652,7.99,-2.6363636363636362,0.08935185457000643,330.1034482758621,5.34448275862069,29.0,1,0.3781606553709687,1,5.92,87.0,-0.16056462516876763,-0.25233600675215445,0,False,0.0,0.5787481665611267,2.707831859588623,5.092576558089235,0.0,False,0.8960674405097961,0.0,0.0
