Tanggal,Lintang,Bujur,Magnitudo,Kedalaman_km,Lokasi,Sumber,Lokasi_Baru
2022-02-15 21:37:00,-8.19351789597949,114.328644527731,5.09,673.0,Banyuwangi,INATEWS,Banyuwangi
2022-02-16 07:06:00,-7.71691174874219,112.964883744488,5.05,202.0,Probolinggo,INATEWS,Probolinggo
2022-02-18 07:13:00,-8.23816514027818,114.375220366988,7.11,2.0,Banyuwangi,INATEWS,Banyuwangi
2022-02-18 09:10:00,-7.67741369169507,113.275978297965,2.8,120.0,Probolinggo,INATEWS,Probolinggo
2022-02-19 22:49:00,-7.80287808731127,113.126508812528,3.85,587.0,Probolinggo,INATEWS,Probolinggo
2022-02-20 00:53:00,-8.11700017676059,113.310328940987,3.73,574.0,Lumajang,INATEWS,Lumajang
2022-02-20 07:16:00,-8.24100145078895,114.305442267593,7.78,629.0,Banyuwangi,INATEWS,Banyuwangi
2022-02-20 12:04:00,-7.59158082733055,113.211850519404,5.94,605.0,Probolinggo,INATEWS,Probolinggo
2022-02-20 21:40:00,-7.81342045880331,113.176191293074,7.52,691.0,Probolinggo,INATEWS,Probolinggo
2022-02-21 01:43:00,-8.06453969404832,113.265503495162,4.65,434.0,Lumajang,INATEWS,Lumajang
2022-02-21 14:48:00,-7.71225496568411,113.121289376148,5.21,375.0,Probolinggo,INATEWS,Probolinggo
2022-02-21 15:36:00,-7.83865915063453,113.167072080044,3.55,305.0,Probolinggo,INATEWS,Probolinggo
2022-02-21 17:17:00,-8.08277720073108,113.177745309351,6.19,588.0,Lumajang,INATEWS,Lumajang
2022-02-21 20:23:00,-8.00523137314947,112.556958352313,2.75,660.0,Malang,INATEWS,Malang
2022-02-22 05:36:00,-6.70581053790393,113.685016017036,2.12,231.0,Situbondo,INATEWS,Situbondo
2022-02-22 23:43:00,-8.070920125055,113.315202803782,7.25,478.0,Lumajang,INATEWS,Lumajang
2022-02-23 04:38:00,-8.01616089990872,111.803838459129,3.09,334.0,Tulungagung,INATEWS,Tulungagung
2022-02-23 11:26:00,-7.66000304247274,113.236591311806,5.59,554.0,Probolinggo,INATEWS,Probolinggo
2022-02-23 14:04:00,-7.74617576075011,113.150135482702,2.98,635.0,Probolinggo,INATEWS,Probolinggo
2022-02-23 17:41:00,-7.78585102885564,113.224128996494,5.04,234.0,Probolinggo,INATEWS,Probolinggo
2022-02-23 18:51:00,-8.24131181382789,114.347390555784,5.86,136.0,Banyuwangi,INATEWS,Banyuwangi
2022-02-24 06:32:00,-7.81430882056581,112.554324638461,7.39,248.0,Malang,INATEWS,Malang
2022-02-24 23:49:00,-8.14096062850951,114.411010258704,3.47,233.0,Banyuwangi,INATEWS,Banyuwangi
2022-02-25 10:46:00,-8.11554836970595,113.233355279625,6.9,94.0,Lumajang,INATEWS,Lumajang
2022-02-25 15:05:00,-6.54199611497349,112.12712821318,4.01,106.0,Tuban,INATEWS,Tuban
2022-02-25 23:04:00,-8.11724235683671,113.28473407964,5.64,373.0,Lumajang,INATEWS,Lumajang
2022-02-26 08:53:00,-7.49466104582514,112.962901097632,2.23,274.0,Sidoarjo,INATEWS,Sidoarjo
2022-02-27 13:16:00,-7.67311358811478,113.264637029295,3.9,24.0,Probolinggo,INATEWS,Probolinggo
2022-02-28 01:21:00,-7.72668188074811,113.157767191468,3.18,591.0,Probolinggo,INATEWS,Probolinggo
2022-02-28 10:42:00,-8.06505047106604,113.129435959385,2.05,235.0,Lumajang,INATEWS,Lumajang
2022-03-01 07:29:00,-7.51943686600455,113.061488601925,7.44,205.0,Probolinggo,INATEWS,Probolinggo
2022-03-01 10:11:00,-8.12180688860658,113.162982144169,5.25,355.0,Lumajang,INATEWS,Lumajang
2022-03-01 12:03:00,-7.95693493886951,113.066011635428,7.37,547.0,Lumajang,INATEWS,Lumajang
2022-03-02 01:20:00,-8.19508849113541,114.370330353609,5.02,253.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-02 07:15:00,-7.98358057449995,112.596355056545,4.97,128.0,Malang,INATEWS,Malang
2022-03-03 07:18:00,-8.10011522228483,113.271281790011,3.11,410.0,Lumajang,INATEWS,Lumajang
2022-03-03 18:08:00,-8.0504972789278,113.177002269181,3.89,235.0,Lumajang,INATEWS,Lumajang
2022-03-04 06:17:00,-8.18358745442189,114.396771085159,2.32,307.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-04 07:43:00,-8.09957898705701,113.226907131312,3.45,523.0,Lumajang,INATEWS,Lumajang
2022-03-05 04:51:00,-8.19694581926633,113.18892956121,5.05,427.0,Lumajang,INATEWS,Lumajang
2022-03-05 09:33:00,-8.18311289723216,113.248425452094,3.19,186.0,Lumajang,INATEWS,Lumajang
2022-03-05 09:40:00,-7.79478269137699,113.18842821553,6.01,182.0,Probolinggo,INATEWS,Probolinggo
2022-03-05 19:07:00,-7.70437509377559,113.296967530867,7.19,71.0,Probolinggo,INATEWS,Probolinggo
2022-03-05 20:02:00,-8.17234657134354,114.394943815129,5.67,634.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-05 20:47:00,-8.22676855068398,113.137644304062,2.86,623.0,Lumajang,INATEWS,Lumajang
2022-03-06 12:56:00,-8.13623189172511,113.161886920496,3.86,63.0,Lumajang,INATEWS,Lumajang
2022-03-08 08:26:00,-8.19461441162424,114.452943393432,3.01,506.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-08 12:49:00,-8.31588239426945,114.395848829355,7.32,78.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-09 07:07:00,-7.57620353777402,111.780958088402,5.61,149.0,Nganjuk,INATEWS,Nganjuk
2022-03-11 01:21:00,-8.14474258351613,114.353040204573,3.21,560.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-11 01:55:00,-8.22863595230847,114.314579101808,7.91,446.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-11 05:54:00,-8.28852280097879,114.435771015062,3.66,224.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-11 21:39:00,-8.24732950070064,114.36929581527,2.57,337.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-12 09:54:00,-7.61979877051478,112.919572001427,7.67,363.0,Sidoarjo,INATEWS,Sidoarjo
2022-03-13 00:10:00,-8.19901528737578,113.127335818559,6.88,633.0,Lumajang,INATEWS,Lumajang
2022-03-13 04:42:00,-8.1405602803515,114.430814805699,6.94,332.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-13 10:54:00,-8.17570607479093,113.309173260944,6.29,676.0,Lumajang,INATEWS,Lumajang
2022-03-13 15:31:00,-7.96600779644989,112.613051863671,7.74,611.0,Malang,INATEWS,Malang
2022-03-13 23:57:00,-8.17181149865102,113.313760207642,6.57,501.0,Lumajang,INATEWS,Lumajang
2022-03-14 01:21:00,-7.7173960749743,112.965284201234,5.88,586.0,Probolinggo,INATEWS,Probolinggo
2022-03-14 05:48:00,-8.04370020285825,112.547122522849,3.15,121.0,Malang,INATEWS,Malang
2022-03-15 10:16:00,-8.03478081177622,112.653986210918,6.62,301.0,Malang,INATEWS,Malang
2022-03-15 22:41:00,-7.97403324268903,112.601249467697,7.99,617.0,Malang,INATEWS,Malang
2022-03-15 23:55:00,-8.20644133680306,113.272419548605,4.76,53.0,Lumajang,INATEWS,Lumajang
2022-03-16 06:37:00,-8.22439051956933,113.171881004667,6.92,119.0,Lumajang,INATEWS,Lumajang
2022-03-16 13:31:00,-8.25186063602559,114.328079882398,2.83,642.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-17 12:23:00,-8.27099307168698,114.382228928615,6.63,26.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-17 12:50:00,-8.13371652538291,114.452862908667,7.42,685.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-17 13:11:00,-8.30405243101412,114.431493441889,3.52,199.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-17 17:09:00,-7.6919720257962,113.112582286213,6.75,191.0,Probolinggo,INATEWS,Probolinggo
2022-03-17 18:40:00,-7.62977427094934,112.906459274275,5.08,347.0,Sidoarjo,INATEWS,Sidoarjo
2022-03-17 21:40:00,-8.31064129739266,114.382186229013,2.78,439.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-18 00:50:00,-7.86739702752794,113.631194309509,6.34,550.0,Bondowoso,INATEWS,Bondowoso
2022-03-18 04:24:00,-8.19751163429206,113.223569452834,4.49,642.0,Lumajang,INATEWS,Lumajang
2022-03-18 06:48:00,-8.12270475446868,112.220224060191,7.13,299.0,Blitar,INATEWS,Blitar
2022-03-19 04:02:00,-8.08721506711017,113.179112285078,3.85,76.0,Lumajang,INATEWS,Lumajang
2022-03-20 09:04:00,-8.15386902592192,113.240969050744,3.89,635.0,Lumajang,INATEWS,Lumajang
2022-03-20 09:46:00,-8.1603382106384,113.12631249654,4.91,685.0,Lumajang,INATEWS,Lumajang
2022-03-20 17:39:00,-8.08641306192319,113.281772352782,2.0,156.0,Lumajang,INATEWS,Lumajang
2022-03-20 20:24:00,-8.08132086067745,113.201232929614,6.35,121.0,Lumajang,INATEWS,Lumajang
2022-03-21 23:16:00,-8.2060953719928,113.131766108845,7.03,260.0,Lumajang,INATEWS,Lumajang
2022-03-21 23:20:00,-8.15238394201192,114.270926815304,4.26,37.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-22 14:11:00,-7.92897050109725,112.685870003258,3.59,69.0,Malang,INATEWS,Malang
2022-03-22 17:29:00,-7.81906348379983,113.207049481131,6.82,145.0,Probolinggo,INATEWS,Probolinggo
2022-03-23 20:56:00,-8.06690476880406,113.136009756232,2.49,40.0,Lumajang,INATEWS,Lumajang
2022-03-24 01:25:00,-7.79336507804223,113.335282392927,2.23,318.0,Probolinggo,INATEWS,Probolinggo
2022-03-25 04:36:00,-7.66853221522505,112.91361381906,5.34,82.0,Sidoarjo,INATEWS,Sidoarjo
2022-03-25 08:46:00,-8.19012165201571,114.326157767637,5.89,666.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-25 14:00:00,-7.93263450847861,112.724082187542,5.58,509.0,Malang,INATEWS,Malang
2022-03-25 17:00:00,-7.55811721418039,112.853489349413,4.45,440.0,Sidoarjo,INATEWS,Sidoarjo
2022-03-25 20:39:00,-8.05285187583859,113.290404882995,4.71,611.0,Lumajang,INATEWS,Lumajang
2022-03-26 02:18:00,-8.09571109469132,113.229797148769,3.75,68.0,Lumajang,INATEWS,Lumajang
2022-03-26 02:32:00,-8.14795389320233,114.282335383747,5.2,170.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-26 05:09:00,-8.13886840125606,114.39503163616,7.54,243.0,Banyuwangi,INATEWS,Banyuwangi
2022-03-26 22:38:00,-7.72585441819778,113.178326184296,2.55,671.0,Probolinggo,INATEWS,Probolinggo
2022-03-28 07:45:00,-7.72804934553451,113.126105219838,7.47,16.0,Probolinggo,INATEWS,Probolinggo
2022-03-28 11:52:00,-8.07571807345168,113.117636825054,6.75,241.0,Lumajang,INATEWS,Lumajang
2022-03-28 22:43:00,-7.6342203811905,112.95016660049,5.97,373.0,Probolinggo,INATEWS,Probolinggo
2022-03-28 23:16:00,-8.06119715316683,113.490313362148,6.45,358.0,Jember,INATEWS,Jember
2022-04-01 00:20:00,-8.19254954215754,113.224405188575,5.69,100.0,Lumajang,INATEWS,Lumajang
2022-04-01 03:45:00,-8.05579930181307,112.568003254838,6.39,568.0,Malang,INATEWS,Malang
2022-04-02 03:26:00,-7.15927073270523,113.233107183962,2.61,544.0,Surabaya,INATEWS,Surabaya
2022-04-02 06:26:00,-8.06219681141768,113.249215073733,3.61,54.0,Lumajang,INATEWS,Lumajang
2022-04-02 07:47:00,-8.23685183427575,114.441525144961,4.33,97.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-02 13:04:00,-6.82797145770846,112.064900964794,4.42,445.0,Tuban,INATEWS,Tuban
2022-04-02 23:38:00,-7.8760886022347,112.673630410893,7.93,529.0,Malang,INATEWS,Malang
2022-04-03 02:08:00,-7.71981052348225,112.829651588029,7.79,136.0,Sidoarjo,INATEWS,Sidoarjo
2022-04-04 19:33:00,-8.25254937177893,114.448936768935,5.29,553.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-05 13:21:00,-8.24774317343561,114.441997946487,3.07,91.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-06 14:05:00,-8.1872737049917,114.326765948102,4.18,496.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-07 13:53:00,-7.81220341339456,113.138194003997,7.75,92.0,Probolinggo,INATEWS,Probolinggo
2022-04-08 06:21:00,-8.13898143760692,113.168213580124,3.57,698.0,Lumajang,INATEWS,Lumajang
2022-04-08 09:49:00,-8.11189500466532,113.314748425455,7.46,313.0,Lumajang,INATEWS,Lumajang
2022-04-08 14:19:00,-8.09195518371795,113.227244162403,2.79,642.0,Lumajang,INATEWS,Lumajang
2022-04-09 14:44:00,-8.28011715392486,114.277527251039,6.2,317.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-10 09:52:00,-7.84160254958148,113.282011093922,7.83,412.0,Probolinggo,INATEWS,Probolinggo
2022-04-10 12:32:00,-7.78166397077834,113.196867982276,6.79,226.0,Probolinggo,INATEWS,Probolinggo
2022-04-11 02:26:00,-7.87687024688277,112.553081899215,5.35,618.0,Malang,INATEWS,Malang
2022-04-12 01:23:00,-7.74769262509067,113.287200030249,4.61,14.0,Probolinggo,INATEWS,Probolinggo
2022-04-12 03:43:00,-7.74847325556225,113.239537978553,6.43,222.0,Probolinggo,INATEWS,Probolinggo
2022-04-12 06:30:00,-7.86728169868401,112.728471914011,4.26,125.0,Malang,INATEWS,Malang
2022-04-13 10:27:00,-8.2399417810064,114.286911130991,5.5,536.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-13 11:35:00,-7.67421736691755,113.296097008468,3.43,604.0,Probolinggo,INATEWS,Probolinggo
2022-04-13 18:13:00,-8.21132460455381,114.288750958366,5.22,169.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-15 02:27:00,-8.12866197238231,114.458883203055,2.25,20.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-16 06:38:00,-8.1940479328686,113.1465352443,3.79,627.0,Lumajang,INATEWS,Lumajang
2022-04-16 17:15:00,-8.27115418328361,114.466218747229,4.43,614.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-17 13:59:00,-7.75641967398147,113.142733321624,7.77,278.0,Probolinggo,INATEWS,Probolinggo
2022-04-17 21:03:00,-8.29482370726076,114.334009603388,5.05,156.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-17 23:45:00,-8.03448810042287,113.251995046753,2.02,562.0,Lumajang,INATEWS,Lumajang
2022-04-18 03:59:00,-7.85195802754327,113.120749008961,3.83,537.0,Probolinggo,INATEWS,Probolinggo
2022-04-18 04:11:00,-7.78414010432825,113.196548517863,5.17,85.0,Probolinggo,INATEWS,Probolinggo
2022-04-18 19:10:00,-8.13634514420852,114.392704995675,3.16,592.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-19 04:32:00,-8.14758005560734,114.284223742696,6.97,24.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-19 21:34:00,-8.14929102650441,114.280866850549,7.85,493.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-20 18:49:00,-7.76537848737865,113.281809388424,3.89,351.0,Probolinggo,INATEWS,Probolinggo
2022-04-21 06:36:00,-8.10319344780548,113.180956280778,6.38,343.0,Lumajang,INATEWS,Lumajang
2022-04-21 06:47:00,-7.75653338415411,113.131278792162,4.79,535.0,Probolinggo,INATEWS,Probolinggo
2022-04-22 04:06:00,-8.13842042329365,113.188612406244,5.87,545.0,Lumajang,INATEWS,Lumajang
2022-04-22 20:00:00,-8.0597124863252,113.240941201986,4.08,566.0,Lumajang,INATEWS,Lumajang
2022-04-22 22:28:00,-8.30603012037511,114.272034356844,5.64,89.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-23 17:03:00,-7.98054113835827,112.64433577505,7.78,252.0,Malang,INATEWS,Malang
2022-04-23 19:45:00,-7.82430843885695,113.307995597068,6.72,396.0,Probolinggo,INATEWS,Probolinggo
2022-04-25 02:33:00,-8.05471009831849,113.300792273281,5.47,574.0,Lumajang,INATEWS,Lumajang
2022-04-25 07:38:00,-7.76033856817987,113.123582015978,3.85,441.0,Probolinggo,INATEWS,Probolinggo
2022-04-25 09:51:00,-7.67095487297294,112.849554049088,4.92,496.0,Sidoarjo,INATEWS,Sidoarjo
2022-04-25 18:17:00,-8.11775349615515,113.264291826428,3.01,588.0,Lumajang,INATEWS,Lumajang
2022-04-26 03:24:00,-8.17486411393137,114.292097093229,4.76,219.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-26 05:05:00,-8.17627876115419,114.45030667264,3.73,204.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-26 12:10:00,-8.24181139582882,114.458734590792,6.54,407.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-27 00:39:00,-8.14799716119452,113.273861991378,6.67,660.0,Lumajang,INATEWS,Lumajang
2022-04-27 00:59:00,-7.31505988296692,112.19866031425,5.01,439.0,Jombang,INATEWS,Jombang
2022-04-27 08:01:00,-8.12089797206299,114.311977888252,7.68,113.0,Banyuwangi,INATEWS,Banyuwangi
2022-04-27 15:01:00,-7.75920480628043,113.230356734171,3.5,81.0,Probolinggo,INATEWS,Probolinggo
